C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_59_854.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_59_854.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_59_854.jpg,-0.2,0,0,22.82415
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_59_959.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_59_959.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_59_959.jpg,0,0,0,22.56598
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_53_00_040.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_53_00_040.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_53_00_040.jpg,-0.2,0,0,22.37748
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_53_00_164.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_53_00_164.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_53_00_164.jpg,-0.5000001,0,0,21.98983
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_53_00_288.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_53_00_288.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_53_00_288.jpg,0,0,0,21.64955
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_53_00_398.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_53_00_398.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_53_00_398.jpg,-0.25,0,0,21.41391
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_53_00_525.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_53_00_525.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_53_00_525.jpg,0,0,0,21.11165
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_53_00_673.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_53_00_673.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_53_00_673.jpg,-0.35,0,0,20.75691
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_53_00_804.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_53_00_804.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_53_00_804.jpg,0,0,0,20.49216
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_53_00_913.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_53_00_913.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_53_00_913.jpg,-0.15,0,0,20.2168
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_53_01_052.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_53_01_052.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_53_01_052.jpg,0,0,0,19.99917
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_53_01_179.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_53_01_179.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_53_01_179.jpg,-0.15,0,0,19.78054
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_53_01_247.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_53_01_247.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_53_01_247.jpg,-0.35,0,0,19.61303
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_53_01_394.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_53_01_394.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_53_01_394.jpg,-0.2,0,0,18.96113
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_53_01_506.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_53_01_506.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_53_01_506.jpg,-0.5000001,0,0,18.62919
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_53_01_636.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_53_01_636.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_53_01_636.jpg,-0.8000001,0,0,18.18099
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_53_01_786.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_53_01_786.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_53_01_786.jpg,-1,0,0,17.47469
